date,supF
2020-06-24,
2020-06-25,
2020-06-26,
2020-06-27,
2020-06-28,
2020-06-29,
2020-06-30,
2020-07-01,
2020-07-02,
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,
2020-07-11,
2020-07-12,
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-18,
2020-07-19,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-25,
2020-07-26,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-01,
2020-08-02,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-08,
2020-08-09,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-15,
2020-08-16,
2020-08-17,
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,
2020-08-22,
2020-08-23,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-29,
2020-08-30,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,
2020-09-09,
2020-09-10,
2020-09-11,
2020-09-12,
2020-09-13,
2020-09-14,
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,
2020-09-19,
2020-09-20,
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-26,
2020-09-27,
2020-09-28,
2020-09-29,
2020-09-30,
2020-10-01,
2020-10-02,
2020-10-03,
2020-10-04,
2020-10-05,
2020-10-06,
2020-10-07,
2020-10-08,
2020-10-09,
2020-10-10,
2020-10-11,
2020-10-12,
2020-10-13,
2020-10-14,
2020-10-15,
2020-10-16,
2020-10-17,
2020-10-18,
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-24,
2020-10-25,
2020-10-26,
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,
2020-10-31,
2020-11-01,
2020-11-02,
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-21,
2020-11-22,
2020-11-23,
2020-11-24,
2020-11-25,
2020-11-26,
2020-11-27,
2020-11-28,
2020-12-01,
2020-12-02,
2020-12-03,
2020-12-04,
2020-12-05,
2020-12-06,
2020-12-07,
2020-12-08,
2020-12-09,
2020-12-10,
2020-12-11,
2020-12-12,
2020-12-13,3.534508671931587
2020-12-14,3.542513564872801
2020-12-15,3.522281238385312
2020-12-16,3.4889232647549426
2020-12-17,3.5350080306460043
2020-12-18,3.626369115708033
2020-12-19,3.6493336057756696
2020-12-20,3.667533299134146
2020-12-21,3.656267508901079
2020-12-22,3.6574704056774325
2020-12-23,3.6171056205959147
2020-12-24,3.5313366258149603
2020-12-25,3.5454332956908967
2020-12-26,3.571356917414838
2020-12-29,3.618798301382382
2020-12-30,3.629476484246606
2020-12-31,3.7354742798883662
2021-01-01,3.7345342661126826
2021-01-02,3.745553370551953
2021-01-03,3.820236098186409
2021-01-04,3.8449685653111105
2021-01-05,3.67632882752255
2021-01-06,3.6946593826268628
2021-01-07,3.5834918495419523
2021-01-08,3.5330604052318226
2021-01-09,3.374909586998944
2021-01-10,3.3629539013192717
2021-01-11,3.3036080989846037
2021-01-12,3.1820348200427704
2021-01-13,3.0660968605987473
2021-01-14,3.0296788749801915
2021-01-15,3.0717373944524393
2021-01-16,3.0674998778852065
2021-01-17,3.044757529344669
2021-01-18,3.038171415747085
2021-01-19,3.0586638244639146
2021-01-20,3.026086237032924
2021-01-21,2.969125941805481
2021-01-22,2.9389643523238664
2021-01-23,2.9372294777358325
2021-01-24,2.909177030019043
2021-01-25,2.9132573568589497
2021-01-26,2.9128112710105016
2021-01-27,2.9150004257791196
2021-01-28,2.8710452475370123
2021-01-29,3.060991082101735
2021-01-30,3.1803240585753842
2021-01-31,3.179643595277194
2021-02-01,3.1433069332369397
2021-02-02,3.142008038604827
2021-02-03,3.120646380949656
2021-02-04,3.2897322948910714
2021-02-05,3.3621635586534566
2021-02-06,3.430292117399969
2021-02-07,3.453118288828148
2021-02-08,3.440745472424199
2021-02-09,3.5695470156755085
2021-02-10,3.569337874214545
2021-02-11,3.5125197014629914
2021-02-12,3.4766620078250243
2021-02-13,3.456575820458369
2021-02-14,3.450533910978662
2021-02-15,3.481473738516534
2021-02-16,3.4626372043006812
2021-02-17,3.4076932851084147
2021-02-18,3.424327444162135
2021-02-19,3.3952753056070817
2021-02-20,3.6508647790213438
2021-02-21,3.6466870300225125
2021-02-22,3.6798056629622238
2021-02-23,3.347353680580555
2021-02-24,3.2376578219759695
2021-02-25,3.2390290827225763
2021-02-26,3.23988772997493
2021-02-27,3.261595147683244
2021-02-28,3.2566645283305995
2021-03-01,3.2323021186496668
2021-03-02,3.222050632988503
2021-03-03,3.1743083061987813
2021-03-04,3.283727150540608
2021-03-05,3.225421249965013
2021-03-06,3.211792399149392
2021-03-07,3.2122076974075453
2021-03-08,3.258080802811511
2021-03-09,3.3668380177174333
2021-03-10,3.362262454204475
2021-03-11,3.390443095323194
2021-03-12,3.371833944203366
2021-03-13,3.3033048180519677
2021-03-14,3.384502105591332
2021-03-15,3.335306681864234
2021-03-16,3.307913436550652
2021-03-17,3.320943265887194
2021-03-18,3.38343156246407
2021-03-19,3.374846011814902
2021-03-20,3.3688009882252348
2021-03-21,3.3672765731920373
2021-03-22,3.349743683508771
2021-03-23,3.3830697664083327
2021-03-24,3.3681818261096397
2021-03-25,3.272940309801698
2021-03-26,3.2421104737058024
2021-03-27,3.242899476069663
2021-03-28,3.2573488296254522
2021-03-29,3.2538191080646803
2021-03-30,3.2147873729325176
2021-03-31,3.205897409600174
2021-04-01,3.1424821530543148
2021-04-02,3.1545246231827995
2021-04-03,3.1566820988422175
2021-04-04,3.1164571608727907
2021-04-05,3.1372131576972735
2021-04-06,3.1280334042254583
2021-04-07,3.0959871597261635
2021-04-08,3.044978789167002
2021-04-09,3.0744979143604363
2021-04-10,3.075778960684312
2021-04-11,3.1059557062044343
2021-04-12,3.107417315785146
2021-04-13,3.1074075333199804
2021-04-14,3.136549983026998
2021-04-15,3.1275497806479766
2021-04-16,3.128316170044786
2021-04-17,3.0417580225802983
2021-04-18,3.0144225986004214
2021-04-19,2.941345168272917
2021-04-20,2.932041901712294
2021-04-21,2.9666410723801615
2021-04-22,2.885404438638455
2021-04-23,2.8571625526437656
2021-04-24,2.8677037386882267
2021-04-25,2.8455641105475995
2021-04-26,2.8256379065191495
2021-04-27,2.814083023300125
2021-04-28,2.851369913234865
2021-04-29,2.8399098696292886
2021-04-30,2.8047385163185226
2021-05-01,2.998385749379622
2021-05-02,2.998261525720761
2021-05-03,2.974093015223418
2021-05-04,2.9836533591882697
2021-05-05,2.938373164125237
2021-05-06,3.0682068271034955
2021-05-07,2.9944878568999527
2021-05-08,2.9804369744040167
2021-05-09,3.00669302374831
2021-05-10,2.9934824278631127
2021-05-11,2.9377272561447603
2021-05-12,2.958543148280893
2021-05-13,2.94125041171277
2021-05-14,2.8997435924754815
2021-05-15,2.848326113068944
2021-05-16,2.7883776893894896
2021-05-17,2.7806101272384334
2021-05-18,2.621985140826401
2021-05-19,2.6036309814397853
2021-05-20,2.5159570294594418
2021-05-21,2.497551560969847
2021-05-22,2.4240835334709008
2021-05-23,2.4268063826123916
2021-05-24,2.370855348944428
2021-05-25,2.421231368618762
2021-05-26,2.4031102605759234
2021-05-27,2.4267475897550397
2021-05-28,2.3944872437327955
2021-05-29,2.236609877020519
2021-05-30,2.216619056047719
2021-05-31,2.2341703201706604
2021-06-01,2.2625155154213243
2021-06-02,2.272127662442221
2021-06-03,2.3059359323797453
2021-06-04,2.196385076085988
2021-06-05,2.1208859535637297
2021-06-06,2.0959582470945044
2021-06-07,2.1000706134584433
2021-06-08,2.0686012123690136
2021-06-09,2.068847625918021
2021-06-10,1.9640194852804242
2021-06-11,1.9239700592709386
2021-06-12,1.9063823015510406
2021-06-13,1.8736996638451366
2021-06-14,1.9347940535855217
2021-06-15,1.9186996543204606
2021-06-16,1.917996046336596
2021-06-17,1.9737574673370846
2021-06-18,1.9560300576720695
2021-06-19,2.028131089009472
2021-06-20,2.020875180890289
2021-06-21,2.0221086825985033
2021-06-22,1.8212701494767993
2021-06-23,1.8306087364557033
2021-06-24,1.8602822200143663
2021-06-25,1.8524582206143476
2021-06-26,1.8091679463965609
2021-06-27,1.8208029348296344
2021-06-28,1.8634128845392515
2021-06-29,1.8547835346013113
2021-06-30,1.8071094437349902
2021-07-01,1.7499409589535102
2021-07-02,1.7779754848941822
2021-07-03,1.7780267460875014
2021-07-04,1.792867372775143
2021-07-05,1.8028664035914863
2021-07-06,1.7738365668475866
2021-07-07,1.7789830729540643
2021-07-08,1.7798734232144378
2021-07-09,1.760594308116788
2021-07-10,1.761748134725984
2021-07-11,1.755993819542932
2021-07-12,1.7682722193128522
2021-07-13,1.767969172671789
2021-07-14,1.768437893244185
2021-07-15,1.7572260773550037
2021-07-16,1.755553993172791
2021-07-17,1.7564400803149745
2021-07-18,1.7580608002356308
2021-07-19,1.7618911096307956
2021-07-20,1.757071233329476
2021-07-21,1.7440982725439818
2021-07-22,1.7663433994502078
2021-07-23,1.7658574809640557
2021-07-24,1.7172627124214892
2021-07-25,1.7274501237380504
2021-07-26,1.7462434517231955
2021-07-27,1.73941889873942
2021-07-28,1.7862423542254648
2021-07-29,1.7933730660842966
2021-07-30,1.7748711835559388
2021-07-31,1.9020319932674763
2021-08-01,1.8882420297256408
2021-08-02,1.859157242812574
2021-08-03,1.8737940251215386
2021-08-04,1.8792283071698328
2021-08-05,1.9358377399290887
2021-08-06,1.9150824327312912
2021-08-07,1.9325489371625124
2021-08-08,1.9615562010483871
2021-08-09,1.9469407729122559
2021-08-10,1.9217373703801672
2021-08-11,1.9160145462568865
2021-08-12,1.9042540180447551
2021-08-13,1.885097572973372
2021-08-14,1.9226416193287397
2021-08-15,1.9091542805114445
2021-08-16,1.9064574046986236
2021-08-17,1.9004440335229604
2021-08-18,1.9022271325920823
2021-08-19,1.9381092700771025
2021-08-20,1.9427475917419992
2021-08-21,1.9765791056128728
2021-08-22,1.9671255134904742
2021-08-23,1.9729725611288187
2021-08-24,1.9600759757711212
2021-08-25,1.933758563809249
2021-08-26,1.9588144916282881
2021-08-27,1.964244896672069
2021-08-28,2.0619280173080075
2021-08-29,2.0583045778059836
2021-08-30,2.055163346551685
2021-08-31,2.032961717922093
2021-09-01,2.0240672188695132
2021-09-02,1.9888570902753653
2021-09-03,1.9867078449302291
2021-09-04,1.995799557055454
2021-09-05,1.9935515572261582
2021-09-06,2.0216352359462313
2021-09-07,2.0345132370358194
2021-09-08,2.1023740466758185
2021-09-09,2.091455910425391
2021-09-10,2.100014097096848
2021-09-11,2.0843212381398937
2021-09-12,2.0886736920663664
2021-09-13,2.1018141407734503
2021-09-14,2.0389766338804955
2021-09-15,2.1290792537285674
2021-09-16,2.1287198043163706
2021-09-17,2.1298302880519846
2021-09-18,2.1333090569301696
2021-09-19,2.1488531050892274
2021-09-20,2.1302260851258255
2021-09-21,2.1452462788842297
2021-09-22,1.9645223083242933
2021-09-23,2.0348090782027106
2021-09-24,2.0328332839434133
2021-09-25,2.007288812143441
2021-09-26,2.0038757701288854
2021-09-27,2.011121543615387
2021-09-28,2.0094198020144045
2021-09-29,2.0081865961215257
2021-09-30,2.0148008240560666
2021-10-01,2.292092581661397
2021-10-02,2.2021460372205
2021-10-03,2.1925987562581137
2021-10-04,2.2009006857674436
2021-10-05,2.274090856473896
2021-10-06,2.263529270389457
2021-10-07,2.236216617877857
2021-10-08,2.233473346534026
2021-10-09,2.2342928770764647
2021-10-10,2.249111773679481
2021-10-11,2.2433680393725033
2021-10-12,2.30590946215761
2021-10-13,2.2769206104915134
2021-10-14,2.296301375620228
2021-10-15,2.2987264526515885
2021-10-16,2.19745179791512
2021-10-17,2.1840080404605557
2021-10-18,2.1925204112699173
2021-10-19,2.192071840930516
2021-10-20,2.211609458595835
2021-10-21,2.2357583477867875
2021-10-22,2.2598959859189516
2021-10-23,2.253454713599577
2021-10-24,2.2611979199973278
2021-10-25,2.253482594492037
2021-10-26,2.2643384650849736
2021-10-27,2.278937534924986
2021-10-28,2.285180275940146
2021-10-29,2.2773504992987936
2021-10-30,2.3189570748444965
2021-10-31,2.3124809956554486
2021-11-01,2.303354196725071
2021-11-02,2.3154207786622742
2021-11-03,2.3615242081071046
2021-11-04,2.3611648803715943
2021-11-05,2.3212349941557164
2021-11-06,2.3201652135689677
2021-11-07,2.326492404487753
2021-11-08,2.3504393640467676
2021-11-09,2.3008140822543397
2021-11-10,2.287136325679461
2021-11-11,2.2937579205611622
2021-11-12,2.2744063370965235
2021-11-13,2.2796042397795864
2021-11-14,2.2819139285463987
2021-11-15,2.2962109556951793
2021-11-16,2.274343370309894
2021-11-17,2.3422482568068923
2021-11-18,2.345679924633143
2021-11-19,2.396275623806253
2021-11-20,2.3940887512856377
2021-11-21,2.416485635742412
2021-11-22,2.3999392984458887
2021-11-23,2.471954752147453
2021-11-24,2.490997639258887
2021-11-25,2.4968015266501173
2021-11-26,2.5222802823048385
2021-11-27,2.4237063333538913
2021-11-28,2.437680538147343
2021-11-29,2.475289292878291
2021-11-30,2.4232804165373723
2021-12-01,2.4319683419346867
2021-12-02,2.36280124489326
2021-12-03,2.370846029605897
2021-12-04,2.361801110515136
2021-12-05,2.2914215949075873
2021-12-06,2.2941552269214576
2021-12-07,2.298975654868511
2021-12-08,2.2837929942289
2021-12-09,2.218076732630902
2021-12-10,2.2447863011204134
2021-12-11,2.1676135093009745
2021-12-12,2.2000653395854264
2021-12-13,2.209133983341265
2021-12-14,2.1818903950554565
2021-12-15,2.1649045158183187
2021-12-16,2.17167249247
2021-12-17,2.098026250666597
2021-12-18,2.059972758256875
2021-12-19,2.0697781849083916
2021-12-20,2.066393666592204
2021-12-21,2.088846227491887
2021-12-22,2.0358648145290688
2021-12-23,1.9837945517934163
2021-12-24,1.9919873410845588
2021-12-25,1.9909755338893291
2021-12-26,1.9841369031452845
2021-12-27,1.9885067638153962
2021-12-28,2.0151721925520905
2021-12-29,1.911141136649535
2021-12-30,1.870183256296445
2021-12-31,1.8887002100910224
2022-01-01,1.814642333402842
2022-01-02,1.8356053290128846
2022-01-03,1.828642019234743
2022-01-04,1.8779589236305367
2022-01-05,1.8629682632134843
2022-01-06,1.8209597027712605
2022-01-07,1.8247064308373848
2022-01-08,1.6936447027940482
2022-01-09,1.6947092729792113
2022-01-10,1.696639885434925
2022-01-11,1.695631883348716
2022-01-12,1.6998201349658948
2022-01-13,1.7205615125459817
2022-01-14,1.7109130814782627
2022-01-15,1.7107673086294497
2022-01-16,1.710274838776268
2022-01-17,1.7094780116094423
2022-01-18,1.6963796728408564
2022-01-19,1.6857315460924818
2022-01-20,1.6542255584621504
2022-01-21,1.6472360149478866
2022-01-22,1.5370477123935977
2022-01-23,1.5153508815170806
2022-01-24,1.532475050998995
2022-01-25,1.5118766904666248
2022-01-26,1.549235675275242
2022-01-27,1.5455123497812924
2022-01-28,1.5460301428225978
2022-01-29,1.5599096837169637
2022-01-30,1.5660432211144626
2022-01-31,1.5611798574773168
2022-02-01,1.5608814318820727
2022-02-02,1.5362970444103894
2022-02-03,1.5857867106562094
2022-02-04,1.7165729840808337
2022-02-05,1.732693498644915
2022-02-06,1.7293443088742995
2022-02-07,1.7431778807292173
2022-02-08,1.8135173632746568
2022-02-09,1.8109892898867146
2022-02-10,1.8197366246871403
2022-02-11,1.8216147612458466
2022-02-12,1.8209563561606064
2022-02-13,1.8179649969936162
2022-02-14,1.8146902030876388
2022-02-15,1.81798209086697
2022-02-16,1.8266732937263142
2022-02-17,1.759254434591715
2022-02-18,1.6794388416477688
2022-02-19,1.66538614586786
2022-02-20,1.6664740254455117
2022-02-21,1.6406582333826438
2022-02-22,1.6200720704841902
2022-02-23,1.6917884565396029
2022-02-24,1.6648749777479115
2022-02-25,1.6135742321451736
2022-02-26,1.610662093509829
2022-02-27,1.6081131253976668
2022-02-28,1.5874279864717737
2022-03-01,1.460871496174594
2022-03-02,1.5325925156876452
2022-03-03,1.5963398411735035
2022-03-04,1.5700857299644377
2022-03-05,1.5960995398136808
2022-03-06,1.599019714635578
2022-03-07,1.5843860518393955
2022-03-08,1.622966192218971
2022-03-09,1.6547360259735566
2022-03-10,1.587706740502143
2022-03-11,1.4512699067257355
2022-03-12,1.447828944771553
2022-03-13,1.448261774111382
2022-03-14,1.4331651706531154
2022-03-15,1.4227245481486732
2022-03-16,1.4669083867269592
2022-03-17,1.4596596115117104
2022-03-18,1.48581825498574
2022-03-19,1.4835546705701423
2022-03-20,1.488956748833549
2022-03-21,1.4757443088026454
2022-03-22,1.4664902562131752
2022-03-23,1.4520207047120628
2022-03-24,1.4964119852002244
2022-03-25,1.4964479670044009
2022-03-26,1.4958901629436612
2022-03-27,1.4978704723551275
2022-03-28,1.5268788627955758
2022-03-29,1.526088192778308
2022-03-30,1.5290708469773415
2022-03-31,1.5205021067049755
2022-04-01,1.455757877940521
2022-04-02,1.4361758151624746
2022-04-03,1.4295817622446232
2022-04-04,1.4362566078656533
2022-04-05,1.4189932121149198
2022-04-06,1.4161518561503394
2022-04-07,1.365629060665893
2022-04-08,1.365535688866921
2022-04-09,1.3554596577620432
2022-04-10,1.3613917419095625
2022-04-11,1.3532176079152145
2022-04-12,1.2820073952419941
2022-04-13,1.3020664452176467
2022-04-14,1.3070082120276503
2022-04-15,1.2990184735541737
2022-04-16,1.3074068368322744
2022-04-17,1.3048354900840018
2022-04-18,1.2954076476793661
2022-04-19,1.3135451441990855
2022-04-20,1.2968858532314935
2022-04-21,1.2967753437975829
2022-04-22,1.2966248872423654
2022-04-23,1.298247652695321
2022-04-24,1.2942525822975715
2022-04-25,1.2938294326641508
2022-04-26,1.2901409737082183
2022-04-27,1.2743595202191549
2022-04-28,1.2786093023609622
2022-04-29,1.3029142253662007
2022-04-30,1.2905147568850415
2022-05-01,1.2767200989626117
2022-05-02,1.287698456053958
2022-05-03,1.2789561398911604
2022-05-04,1.234798769131366
2022-05-05,1.2370377550651983
2022-05-06,1.2969609714021102
2022-05-07,1.2633603066136379
2022-05-08,1.2556563542383465
2022-05-09,1.2361431339930136
2022-05-10,1.185458133145934
2022-05-11,1.2167912287040104
2022-05-12,1.1335452028642223
2022-05-13,1.1331943356217515
2022-05-14,1.1163900618159648
2022-05-15,1.126720904937929
2022-05-16,1.14307869819473
2022-05-17,1.094396945480009
2022-05-18,1.0950954107229984
2022-05-19,1.0827192270981705
2022-05-20,1.228680312461817
2022-05-21,1.2400266096357584
2022-05-22,1.2429722314999436
2022-05-23,1.2540469762942463
2022-05-24,1.3153020907440987
2022-05-25,1.318687944975614
2022-05-26,1.31711836306657
2022-05-27,1.3407628352317533
2022-05-28,1.3896557970895802
2022-05-29,1.3943914504989066
2022-05-30,1.3995651933043074
2022-05-31,1.3829884039933436
2022-06-01,1.3819704953656424
2022-06-02,1.3679861203851627
2022-06-03,1.3681511549899532
2022-06-04,1.3469753199064407
2022-06-05,1.3487172769920093
2022-06-06,1.3490744537464374
2022-06-07,1.3126957579263476
2022-06-08,1.3356624200156593
2022-06-09,1.2587793126744218
2022-06-10,1.2774535170698207
2022-06-11,1.2771728158606985
2022-06-12,1.2679807029168886
2022-06-13,1.2443730903327628
2022-06-14,1.3256934934979852
2022-06-15,1.3075841730629774
2022-06-16,1.2863400411572954
2022-06-17,1.251020101259373
2022-06-18,1.240371613309062
2022-06-19,1.2227244028632183
2022-06-20,1.2412030168643269
2022-06-21,1.2409090793771222
2022-06-22,1.2608805980017197
2022-06-23,1.1611908406002185
2022-06-24,1.13977800317866
2022-06-25,1.1545153616026134
2022-06-26,1.1571378155304246
2022-06-27,1.1519265649711037
2022-06-28,1.1428365616256169
2022-06-29,1.1427968531424648
2022-06-30,1.1416729079095729
2022-07-01,1.1450767957740602
2022-07-02,1.1741678087528427
2022-07-03,1.1737101954451972
2022-07-04,1.1743063949094843
2022-07-05,1.1658682901185176
2022-07-06,1.164195834593021
2022-07-07,1.1475929971820753
2022-07-08,1.144496686750901
2022-07-09,1.1338508684995077
2022-07-10,1.1336030115302345
2022-07-11,1.125516977394514
2022-07-12,1.1640427847603358
2022-07-13,1.149204866217207
2022-07-14,1.1569192254309522
2022-07-15,1.1691563229393465
2022-07-16,1.1720576377754641
2022-07-17,1.175838382903383
2022-07-18,1.1713361884211129
2022-07-19,1.3185693601231039
2022-07-20,1.279288257603108
2022-07-21,1.2612813162991987
2022-07-22,1.268326403743933
2022-07-23,1.2583880013448216
2022-07-24,1.2555838904636454
2022-07-25,1.256826661425962
2022-07-26,1.3103382858294395
2022-07-27,1.2997951000406718
2022-07-28,1.2572562597027785
2022-07-29,1.1651795997010297
2022-07-30,1.104519229172333
2022-07-31,1.1028657827667407
2022-08-01,1.098916934458756
2022-08-02,1.084335781257734
2022-08-03,1.0856610117266603
2022-08-04,1.0932199868509167
2022-08-05,1.0406371988564647
2022-08-06,0.9849704858557751
2022-08-07,0.9810844980393228
2022-08-08,0.9831309624736893
2022-08-09,0.9966835092405224
2022-08-10,1.0149533205641998
2022-08-11,1.0277983649438
2022-08-12,1.0278776464933879
2022-08-13,1.0135336489174294
2022-08-14,1.013693702328788
2022-08-15,1.0120510862704677
2022-08-16,1.015267903922677
2022-08-17,1.0246885013270766
2022-08-18,1.026034886009187
2022-08-19,1.0270359559065207
2022-08-20,1.0707692931503794
2022-08-21,1.0733429732962558
2022-08-22,1.076590180141712
2022-08-23,1.0570349173408142
2022-08-24,1.0594524300314205
2022-08-25,1.0593032402710831
2022-08-26,1.0609788174621217
2022-08-27,1.0310553682569705
2022-08-28,1.02897876452863
2022-08-29,1.0246689861936655
2022-08-30,1.0006353523087776
2022-08-31,0.9933427299129536
2022-09-01,1.0148471231936207
2022-09-02,1.0035725689684567
2022-09-03,0.9853688521542225
2022-09-04,0.9840948396694601
2022-09-05,0.9854786052810428
2022-09-06,0.9853052273079551
2022-09-07,1.0718709269856266
2022-09-08,1.0681563974454784
2022-09-09,1.0677465492198701
2022-09-10,1.1728102808391903
2022-09-11,1.1752735960465448
2022-09-12,1.1767633663241417
2022-09-13,1.1835749869276082
2022-09-14,1.2976757130721674
2022-09-15,1.2955386479588165
2022-09-16,1.3133880783405032
2022-09-17,1.3230652681490023
2022-09-18,1.325837798047606
2022-09-19,1.3192254399201486
2022-09-20,1.3160399952877815
2022-09-21,1.2799396748430698
2022-09-22,1.289592352132486
2022-09-23,1.1107331675781729
2022-09-24,1.0605347690552704
2022-09-25,1.056804356664796
2022-09-26,1.055585905885635
2022-09-27,1.0401866239590134
2022-09-28,1.025021801624257
2022-09-29,1.0246563706558751
2022-09-30,1.0517131042613737
2022-10-01,1.045825686704265
2022-10-02,1.0445454953668976
2022-10-03,1.0418550223856893
2022-10-04,1.0297311755293306
2022-10-05,1.0405133493434848
2022-10-06,1.041036523813973
2022-10-07,1.0410648123879822
2022-10-08,1.0414236840192783
2022-10-09,1.0401701857263004
2022-10-10,1.0402213198541126
2022-10-11,1.0401674807672439
2022-10-12,1.0298541965834902
2022-10-13,1.0288983731054309
2022-10-14,1.0361872309645979
2022-10-15,1.0318196402146058
2022-10-16,1.0305496799622023
2022-10-17,1.0323284352303048
2022-10-18,1.0205030391109462
2022-10-19,1.0498600225762118
2022-10-20,1.0479361868048347
2022-10-21,1.0233568377251496
2022-10-22,1.029744554442744
2022-10-23,1.0299634932213957
2022-10-24,1.03314756940214
2022-10-25,1.0626773528622142
2022-10-26,1.0830131608624105
2022-10-27,1.1256569823343792
2022-10-28,1.147392462489531
2022-10-29,1.1523408456791258
2022-10-30,1.154343413288968
2022-10-31,1.1523228698686454
2022-11-01,1.150324913246554
2022-11-02,1.1505773262781402
2022-11-03,1.1541297375049853
2022-11-04,1.071393873741609
2022-11-05,1.1211796121241473
2022-11-06,1.1225899998918696
2022-11-07,1.1183049919235266
2022-11-08,1.076785699312832
2022-11-09,1.000731598830567
2022-11-10,0.92847900713888
2022-11-11,1.0461364569577634
2022-11-12,0.9998958204708935
2022-11-13,0.9983894007506466
2022-11-14,0.9953566786813933
2022-11-15,1.049172802519824
2022-11-16,1.0545879219656673
2022-11-17,1.059775213481405
2022-11-18,1.0551453131109123
2022-11-19,1.0555987310605381
2022-11-20,1.0555306716095894
2022-11-21,1.0529052325097155
2022-11-22,1.1118798412690074
2022-11-23,1.1198134596509692
2022-11-24,1.1388881127710866
2022-11-25,1.1388076977010744
2022-11-26,1.1375834099109114
2022-11-27,1.1372185156347785
2022-11-28,1.1369383355585878
2022-11-29,1.1371436587951027
2022-11-30,1.1311313292281109
