date,supF
2020-06-24,
2020-06-25,
2020-06-26,
2020-06-27,
2020-06-28,
2020-06-29,
2020-06-30,
2020-07-01,
2020-07-02,
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,
2020-07-11,
2020-07-12,
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-18,
2020-07-19,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-25,
2020-07-26,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-01,
2020-08-02,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-08,
2020-08-09,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-15,
2020-08-16,
2020-08-17,
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,
2020-08-22,
2020-08-23,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-29,
2020-08-30,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,
2020-09-09,
2020-09-10,
2020-09-11,
2020-09-12,
2020-09-13,
2020-09-14,
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,
2020-09-19,
2020-09-20,
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-26,
2020-09-27,
2020-09-28,
2020-09-29,
2020-09-30,
2020-10-01,
2020-10-02,
2020-10-03,
2020-10-04,
2020-10-05,
2020-10-06,
2020-10-07,
2020-10-08,
2020-10-09,
2020-10-10,
2020-10-11,
2020-10-12,
2020-10-13,
2020-10-14,
2020-10-15,
2020-10-16,
2020-10-17,
2020-10-18,
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-24,
2020-10-25,
2020-10-26,
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,
2020-10-31,
2020-11-01,
2020-11-02,
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-21,
2020-11-22,
2020-11-23,
2020-11-24,
2020-11-25,
2020-11-26,
2020-11-27,
2020-11-28,
2020-12-01,
2020-12-02,
2020-12-03,
2020-12-04,
2020-12-05,
2020-12-06,
2020-12-07,
2020-12-08,
2020-12-09,
2020-12-10,
2020-12-11,
2020-12-12,
2020-12-13,3.1437371622295895
2020-12-14,3.1635846838632777
2020-12-15,3.165371332218143
2020-12-16,3.1410284706164675
2020-12-17,3.1712322626833926
2020-12-18,3.1677081761256516
2020-12-19,3.184039563954487
2020-12-20,3.186535639942684
2020-12-21,3.1671061438668384
2020-12-22,3.165273788773486
2020-12-23,3.172102743029227
2020-12-24,3.0527221580041886
2020-12-25,3.091953540737701
2020-12-26,3.1039301486575908
2020-12-29,3.1111791523958243
2020-12-30,3.111117390440117
2020-12-31,3.139996619142316
2021-01-01,3.1205710895009497
2021-01-02,3.1147718839780567
2021-01-03,3.145158995619133
2021-01-04,3.2156859835750486
2021-01-05,3.499296658478529
2021-01-06,3.4879762531234926
2021-01-07,3.4188626303094978
2021-01-08,3.4445689862240436
2021-01-09,3.4819516311952863
2021-01-10,3.520226276220308
2021-01-11,3.502534575235607
2021-01-12,3.3254004070742336
2021-01-13,3.252279511476518
2021-01-14,3.2849406230191414
2021-01-15,3.291457412151352
2021-01-16,3.260232804440796
2021-01-17,3.29715917735825
2021-01-18,3.2986578074239765
2021-01-19,3.313176338878257
2021-01-20,3.345728564818926
2021-01-21,3.337947375600129
2021-01-22,3.409350731990281
2021-01-23,3.4935479375155234
2021-01-24,3.491622463717615
2021-01-25,3.590971182430116
2021-01-26,3.5430835804222687
2021-01-27,3.5482855563480586
2021-01-28,3.4516790320960347
2021-01-29,3.4988035986030326
2021-01-30,3.588990706670402
2021-01-31,3.5867342106290407
2021-02-01,3.5413427645889413
2021-02-02,3.5494045559432146
2021-02-03,3.4868596289982263
2021-02-04,3.669948613568885
2021-02-05,3.7654870564512692
2021-02-06,3.8476614727601772
2021-02-07,3.822176146149192
2021-02-08,3.7837304699872267
2021-02-09,3.8354976559867513
2021-02-10,3.844438395362048
2021-02-11,3.810929312164107
2021-02-12,3.8004071766561123
2021-02-13,3.801894621515825
2021-02-14,3.785866210954773
2021-02-15,3.7756308861939787
2021-02-16,3.761291164962797
2021-02-17,3.7247156194058793
2021-02-18,3.7521870779947433
2021-02-19,3.826043374191317
2021-02-20,3.8251807161145406
2021-02-21,3.8011034550256806
2021-02-22,3.8096037774748326
2021-02-23,3.4572964870302765
2021-02-24,3.318735527632
2021-02-25,3.322255222926561
2021-02-26,3.3647143038073417
2021-02-27,3.3630294946443837
2021-02-28,3.369941045854906
2021-03-01,3.3460056872285473
2021-03-02,3.304172078012095
2021-03-03,3.1615872965712843
2021-03-04,3.2755741752536376
2021-03-05,3.275632402845995
2021-03-06,3.25460196280768
2021-03-07,3.3183192653639555
2021-03-08,3.3564043526319907
2021-03-09,3.597821948601317
2021-03-10,3.6127920811920267
2021-03-11,3.453342972540852
2021-03-12,3.4642923846271625
2021-03-13,3.399069589292955
2021-03-14,3.4743774095269804
2021-03-15,3.435771010257354
2021-03-16,3.4185308687031792
2021-03-17,3.41787134228666
2021-03-18,3.4174747814490196
2021-03-19,3.4187710883254994
2021-03-20,3.425713040694655
2021-03-21,3.421435531769691
2021-03-22,3.408388390777077
2021-03-23,3.417039194134635
2021-03-24,3.420537100016363
2021-03-25,3.2972211915748693
2021-03-26,3.2922885323546187
2021-03-27,3.2540425035894938
2021-03-28,3.258889915280746
2021-03-29,3.2439839996804025
2021-03-30,3.1336999048165013
2021-03-31,3.139729757989166
2021-04-01,3.1570573195706775
2021-04-02,3.1570645911496586
2021-04-03,3.2053550404215003
2021-04-04,3.1479291130641394
2021-04-05,3.1756418698340623
2021-04-06,3.1709957276230694
2021-04-07,3.1666799534439627
2021-04-08,3.11310811192179
2021-04-09,3.152802309945406
2021-04-10,3.159257789007093
2021-04-11,3.1861315228348506
2021-04-12,3.1907727788583964
2021-04-13,3.1899914603313184
2021-04-14,3.2264581655529803
2021-04-15,3.3479717203214414
2021-04-16,3.366422805108479
2021-04-17,3.309252410101961
2021-04-18,3.2652273184723746
2021-04-19,3.231626352188665
2021-04-20,3.1947809878569733
2021-04-21,3.353144974284443
2021-04-22,3.34502710127455
2021-04-23,3.388578332871534
2021-04-24,3.403692297153859
2021-04-25,3.3407338312007395
2021-04-26,3.381096954491802
2021-04-27,3.401988256378372
2021-04-28,3.4460429874172407
2021-04-29,3.491717492000546
2021-04-30,3.49123307237979
2021-05-01,3.5186505593039836
2021-05-02,3.5764570609779
2021-05-03,3.5752550891994903
2021-05-04,3.876580090674109
2021-05-05,3.7815095067525544
2021-05-06,3.961818683975665
2021-05-07,3.897203013095538
2021-05-08,3.8536807572607827
2021-05-09,3.977616685822215
2021-05-10,3.978221839042102
2021-05-11,4.088223753581642
2021-05-12,4.114396893968418
2021-05-13,4.0742330260880815
2021-05-14,3.9404897764589033
2021-05-15,3.9844177461533525
2021-05-16,3.859695723761966
2021-05-17,3.8376596581156233
2021-05-18,3.6229827828639043
2021-05-19,3.6817937679667607
2021-05-20,3.665432144755668
2021-05-21,3.691623732204327
2021-05-22,3.479991404561616
2021-05-23,3.423119711413387
2021-05-24,3.3382992189297824
2021-05-25,3.3524147377928393
2021-05-26,3.3896501595414614
2021-05-27,3.4240103572014005
2021-05-28,3.362483012749014
2021-05-29,3.2212897816018917
2021-05-30,3.17007133513238
2021-05-31,3.20735161478743
2021-06-01,3.30922479995482
2021-06-02,3.295372653967472
2021-06-03,3.328108791091234
2021-06-04,3.284277663715207
2021-06-05,3.1622478072185913
2021-06-06,3.1390918898978
2021-06-07,3.1651444871745102
2021-06-08,3.130836834778327
2021-06-09,3.104665338568604
2021-06-10,3.131052717715847
2021-06-11,3.0418210614581485
2021-06-12,3.067427941462306
2021-06-13,3.0714294603656804
2021-06-14,3.1180099925467264
2021-06-15,3.08770671033595
2021-06-16,3.0822036323376825
2021-06-17,3.1550133434244123
2021-06-18,3.1284194957887936
2021-06-19,3.109862707619421
2021-06-20,3.081829150169313
2021-06-21,3.109480481841251
2021-06-22,2.916132932181137
2021-06-23,2.9127405960835073
2021-06-24,2.93785516617268
2021-06-25,2.9385980644628473
2021-06-26,2.894722450959356
2021-06-27,2.9016077876257396
2021-06-28,2.961419840712382
2021-06-29,2.984429444310527
2021-06-30,2.9672707966521945
2021-07-01,3.0340771908015975
2021-07-02,3.0055623467862387
2021-07-03,3.012175669496004
2021-07-04,3.0369489845562914
2021-07-05,3.0694143676553325
2021-07-06,3.022460184460662
2021-07-07,3.122285711713366
2021-07-08,3.113157933163626
2021-07-09,2.997154526779307
2021-07-10,3.0013268181847006
2021-07-11,2.9869240238175214
2021-07-12,2.996142835531576
2021-07-13,2.98966229545764
2021-07-14,2.992741051493944
2021-07-15,3.02683164574004
2021-07-16,2.961235482589873
2021-07-17,2.9571741911299503
2021-07-18,2.9646672139169032
2021-07-19,2.960395074520623
2021-07-20,2.923950523434297
2021-07-21,2.951070302125354
2021-07-22,2.868720037144156
2021-07-23,2.8746446604702878
2021-07-24,2.83080402008856
2021-07-25,2.8510446931260516
2021-07-26,2.851508437922849
2021-07-27,2.860108367533769
2021-07-28,2.950827015947106
2021-07-29,2.9383413727671113
2021-07-30,2.9634337818862817
2021-07-31,3.032895656246315
2021-08-01,3.054070680451649
2021-08-02,3.060093293891945
2021-08-03,3.0799334836318812
2021-08-04,3.0600621082069153
2021-08-05,3.1445252962567594
2021-08-06,3.125530805982428
2021-08-07,3.0900872064113636
2021-08-08,3.1674254667586212
2021-08-09,3.1221376645758023
2021-08-10,3.092490105739155
2021-08-11,3.089715186257009
2021-08-12,3.080469792801039
2021-08-13,3.0583559649050316
2021-08-14,3.2395707907937776
2021-08-15,3.22138486939171
2021-08-16,3.2318379770498646
2021-08-17,3.1741100003132487
2021-08-18,3.1501554981837256
2021-08-19,3.1855268083724835
2021-08-20,3.2181561893278485
2021-08-21,3.2191803347061403
2021-08-22,3.200252353586831
2021-08-23,3.20243553502138
2021-08-24,3.201042116331181
2021-08-25,3.197193175161606
2021-08-26,3.19154570059785
2021-08-27,3.160568423544127
2021-08-28,3.2240761741943262
2021-08-29,3.2145838690153425
2021-08-30,3.206947941908462
2021-08-31,3.2047702690623683
2021-09-01,3.3121196963172235
2021-09-02,3.329818992413226
2021-09-03,3.3214631283996834
2021-09-04,3.3471848347248034
2021-09-05,3.33253492195536
2021-09-06,3.346221398935911
2021-09-07,3.338342150911603
2021-09-08,3.4992175773444667
2021-09-09,3.5283697742297804
2021-09-10,3.484330361974755
2021-09-11,3.4795810071827398
2021-09-12,3.4934613570919484
2021-09-13,3.52863486022513
2021-09-14,3.440437304080648
2021-09-15,3.5559845532285617
2021-09-16,3.5353774416900854
2021-09-17,3.5380656299334
2021-09-18,3.5102581023398303
2021-09-19,3.517962513867169
2021-09-20,3.4876209309079087
2021-09-21,3.315736493330021
2021-09-22,3.1730804946130706
2021-09-23,3.2902604156295974
2021-09-24,3.2777709981070697
2021-09-25,3.3077556902244174
2021-09-26,3.304084306054369
2021-09-27,3.3413185038905913
2021-09-28,3.3060600751895723
2021-09-29,3.304595483614
2021-09-30,3.3086095779502447
2021-10-01,3.4827506076751793
2021-10-02,3.591772897317317
2021-10-03,3.610608981004332
2021-10-04,3.6168534302925575
2021-10-05,3.6363863962828633
2021-10-06,3.6097476698251185
2021-10-07,3.6134547058002955
2021-10-08,3.6203333030295015
2021-10-09,3.609693037391413
2021-10-10,3.6110532028410054
2021-10-11,3.5680096462973396
2021-10-12,3.6242756547802646
2021-10-13,3.5965214767043414
2021-10-14,3.627608968156349
2021-10-15,3.6436609386480696
2021-10-16,3.6133253351456034
2021-10-17,3.602188635106262
2021-10-18,3.604430714791245
2021-10-19,3.601721299865338
2021-10-20,3.58899027665766
2021-10-21,3.6777538514640287
2021-10-22,3.6876880525206843
2021-10-23,3.6595604206182015
2021-10-24,3.7018460228346783
2021-10-25,3.6809952081706863
2021-10-26,3.6968155366110476
2021-10-27,3.696269680300307
2021-10-28,3.59137595094769
2021-10-29,3.5473680423400498
2021-10-30,3.553008853201596
2021-10-31,3.5310106997922834
2021-11-01,3.5218010635767514
2021-11-02,3.5198915747453428
2021-11-03,3.581533145202336
2021-11-04,3.5880307005807865
2021-11-05,3.5377130836958037
2021-11-06,3.50129919718677
2021-11-07,3.508433249893725
2021-11-08,3.52554682570355
2021-11-09,3.504634217206163
2021-11-10,3.464422478042811
2021-11-11,3.465747569501685
2021-11-12,3.477656786776851
2021-11-13,3.4856198131552856
2021-11-14,3.4793872571785376
2021-11-15,3.473944405495732
2021-11-16,3.475393388590973
2021-11-17,3.543026094730929
2021-11-18,3.5711445276898837
2021-11-19,3.6056368936529495
2021-11-20,3.6516903133304406
2021-11-21,3.674127803627548
2021-11-22,3.640541366968113
2021-11-23,3.6753045696909648
2021-11-24,3.6676736113745085
2021-11-25,3.6567240229695264
2021-11-26,3.7082860248190284
2021-11-27,3.457447723931702
2021-11-28,3.4678490657009116
2021-11-29,3.509689445966004
2021-11-30,3.507255040611053
2021-12-01,3.7112813893469387
2021-12-02,3.722694304912196
2021-12-03,3.709629025523352
2021-12-04,3.588254368820396
2021-12-05,3.5655922723285105
2021-12-06,3.581161024373145
2021-12-07,3.5826129395623805
2021-12-08,3.614967111856527
2021-12-09,3.628361003345438
2021-12-10,3.571352510728691
2021-12-11,3.4307416820071075
2021-12-12,3.4707337247708585
2021-12-13,3.4779482120581466
2021-12-14,3.3276626776539695
2021-12-15,3.326458030968964
2021-12-16,3.3114956554214032
2021-12-17,3.280563139372105
2021-12-18,3.2538020767013824
2021-12-19,3.2710914733200087
2021-12-20,3.2615185318741693
2021-12-21,3.2831247281215403
2021-12-22,3.2915605774604333
2021-12-23,3.227719115727829
2021-12-24,3.227618904642534
2021-12-25,3.2126684909907053
2021-12-26,3.221055013389076
2021-12-27,3.2128884784260916
2021-12-28,3.232151133003835
2021-12-29,3.1590934701338633
2021-12-30,3.143508365683856
2021-12-31,3.1823057001605832
2022-01-01,3.1561669902528915
2022-01-02,3.1744368634373856
2022-01-03,3.1866483906773153
2022-01-04,3.2493482126953497
2022-01-05,3.263022110958955
2022-01-06,3.193242557579773
2022-01-07,3.20784543351654
2022-01-08,3.041697245961816
2022-01-09,3.0121138293963456
2022-01-10,3.0279632071846785
2022-01-11,3.0308078370545113
2022-01-12,3.063201300234463
2022-01-13,3.1045890056800918
2022-01-14,3.0745964718186274
2022-01-15,3.0617674058717688
2022-01-16,3.0647426852150406
2022-01-17,3.068232271308357
2022-01-18,3.0349976027925734
2022-01-19,3.029393574770934
2022-01-20,2.967042048460313
2022-01-21,2.9516210166689576
2022-01-22,2.678182966743617
2022-01-23,2.6328155519629353
2022-01-24,2.6674893880679975
2022-01-25,2.7016450121974938
2022-01-26,2.7530459850108726
2022-01-27,2.742028799862373
2022-01-28,2.7367460006337394
2022-01-29,2.7168247619374
2022-01-30,2.731306376479383
2022-01-31,2.7303111578989374
2022-02-01,2.73093641680701
2022-02-02,2.7464707094846434
2022-02-03,2.7386306337726523
2022-02-04,2.8699039316459967
2022-02-05,2.7736072526888815
2022-02-06,2.777103593440951
2022-02-07,2.7863236071744746
2022-02-08,2.8406465436572743
2022-02-09,2.843091328403184
2022-02-10,2.8419377049760994
2022-02-11,2.8202604995320026
2022-02-12,2.7664050611686726
2022-02-13,2.762970368235823
2022-02-14,2.749414969851986
2022-02-15,2.7450276836856613
2022-02-16,2.691129403775238
2022-02-17,2.6125988694906463
2022-02-18,2.486042557430217
2022-02-19,2.4109952671668338
2022-02-20,2.405822815496239
2022-02-21,2.3670016091338977
2022-02-22,2.351601760715648
2022-02-23,2.4275281216843587
2022-02-24,2.432498512725742
2022-02-25,2.459048172486614
2022-02-26,2.4579852562814493
2022-02-27,2.4593904422716246
2022-02-28,2.4158284184148484
2022-03-01,2.5700606074529464
2022-03-02,2.668793628134779
2022-03-03,2.750234593231029
2022-03-04,2.7065334065857822
2022-03-05,2.6044157585520518
2022-03-06,2.614981857484544
2022-03-07,2.582834669876491
2022-03-08,2.626567727675155
2022-03-09,2.67168373955152
2022-03-10,2.630864610285041
2022-03-11,2.5533478530081526
2022-03-12,2.5528694768894575
2022-03-13,2.555028407115214
2022-03-14,2.539470099557163
2022-03-15,2.4842391938787154
2022-03-16,2.5178863975126435
2022-03-17,2.511633668588756
2022-03-18,2.5135515185350106
2022-03-19,2.528749320661247
2022-03-20,2.5307816741282125
2022-03-21,2.507641920735012
2022-03-22,2.5091111485952644
2022-03-23,2.488085299671901
2022-03-24,2.5821435823836905
2022-03-25,2.583729824427061
2022-03-26,2.588614770305928
2022-03-27,2.597389175387265
2022-03-28,2.6304548218762176
2022-03-29,2.6276814370873405
2022-03-30,2.6274382688677966
2022-03-31,2.61793742337657
2022-04-01,2.570531485471031
2022-04-02,2.5529314491473554
2022-04-03,2.549347794419398
2022-04-04,2.564715681410945
2022-04-05,2.5642823547174696
2022-04-06,2.5648797359124695
2022-04-07,2.5545888957397915
2022-04-08,2.538294329274214
2022-04-09,2.5343811476026215
2022-04-10,2.548304615571045
2022-04-11,2.5347391312526515
2022-04-12,2.5156116930808916
2022-04-13,2.538586911035356
2022-04-14,2.5380523671017525
2022-04-15,2.540279666282784
2022-04-16,2.5435304239652976
2022-04-17,2.547221627497939
2022-04-18,2.529157576965703
2022-04-19,2.5350685373968256
2022-04-20,2.526590754524147
2022-04-21,2.499510301154235
2022-04-22,2.4992425619227543
2022-04-23,2.5460754881777494
2022-04-24,2.5378788743830305
2022-04-25,2.5339993867523782
2022-04-26,2.5272503157876143
2022-04-27,2.5056812491196636
2022-04-28,2.4940901775202162
2022-04-29,2.521632481596173
2022-04-30,2.500098298149901
2022-05-01,2.4756678372290097
2022-05-02,2.50005622795069
2022-05-03,2.5009790860882535
2022-05-04,2.402649772970666
2022-05-05,2.3965719952412674
2022-05-06,2.4006966003854817
2022-05-07,2.377947271315231
2022-05-08,2.362033279029634
2022-05-09,2.330259470911116
2022-05-10,2.2153482823618322
2022-05-11,2.2750696297055697
2022-05-12,1.8491895092550998
2022-05-13,1.8813851087092943
2022-05-14,1.8955642024102086
2022-05-15,1.9087758295499155
2022-05-16,1.9341615834242323
2022-05-17,1.8273177863020793
2022-05-18,1.8267345778270612
2022-05-19,1.7185978036218306
2022-05-20,1.840102072657878
2022-05-21,1.8178422848992268
2022-05-22,1.8218872269874486
2022-05-23,1.841500498115985
2022-05-24,1.8918765446070722
2022-05-25,1.9051790194407807
2022-05-26,1.9183466773944424
2022-05-27,2.0232336304048335
2022-05-28,2.079732258257219
2022-05-29,2.098864522784246
2022-05-30,2.104681555573043
2022-05-31,2.131963012829944
2022-06-01,2.1051235803117283
2022-06-02,2.0611265544787662
2022-06-03,2.0538960284329844
2022-06-04,2.0358330181000923
2022-06-05,2.044062474125927
2022-06-06,2.0438854188764486
2022-06-07,2.0213088214456674
2022-06-08,2.0168873082037106
2022-06-09,1.9976938515888876
2022-06-10,2.062868590122504
2022-06-11,2.007849001792336
2022-06-12,1.964589210400365
2022-06-13,1.9312363004186792
2022-06-14,1.975613815879043
2022-06-15,1.9758477994823693
2022-06-16,1.9442730416505183
2022-06-17,1.648596368440284
2022-06-18,1.6565764768840838
2022-06-19,1.6191901794860741
2022-06-20,1.6681977880063479
2022-06-21,1.6674542670976427
2022-06-22,1.7224005794627204
2022-06-23,1.5425054334403505
2022-06-24,1.5276024735783236
2022-06-25,1.4879447051023071
2022-06-26,1.4935030909751965
2022-06-27,1.4772811888012989
2022-06-28,1.4753543068740465
2022-06-29,1.4668814492710678
2022-06-30,1.4265923281777333
2022-07-01,1.4070910064100481
2022-07-02,1.4208089867514306
2022-07-03,1.4231355211465586
2022-07-04,1.4256243319533297
2022-07-05,1.4472095921440766
2022-07-06,1.4468298785220202
2022-07-07,1.4146655627384066
2022-07-08,1.4078059427686342
2022-07-09,1.3792290347520337
2022-07-10,1.3797724953062016
2022-07-11,1.3622545510859065
2022-07-12,1.3674340106649034
2022-07-13,1.3375669470558134
2022-07-14,1.525117523403321
2022-07-15,1.4902131284983025
2022-07-16,1.4892382268845359
2022-07-17,1.531933851684312
2022-07-18,1.5254896111168093
2022-07-19,1.7733221602743865
2022-07-20,1.832293556246945
2022-07-21,1.8248169676308477
2022-07-22,1.8209039347933964
2022-07-23,1.7844602538575822
2022-07-24,1.7880941370852308
2022-07-25,1.8026778292230763
2022-07-26,1.879266181466557
2022-07-27,1.8900305002792526
2022-07-28,1.7928268883257503
2022-07-29,1.7539842642499548
2022-07-30,1.7058415617734624
2022-07-31,1.6981959982550396
2022-08-01,1.6921619219665274
2022-08-02,1.6829566027957594
2022-08-03,1.683176196875407
2022-08-04,1.6775579780427308
2022-08-05,1.6210578995967049
2022-08-06,1.5271722961640521
2022-08-07,1.5136841569621882
2022-08-08,1.5159164503709686
2022-08-09,1.5768287567972599
2022-08-10,1.5619103929140896
2022-08-11,1.5847731246288428
2022-08-12,1.571385918945813
2022-08-13,1.553239861057167
2022-08-14,1.5591632553491648
2022-08-15,1.5458989803885321
2022-08-16,1.5525342452444406
2022-08-17,1.5566000870611543
2022-08-18,1.5606392459781535
2022-08-19,1.5585682368267464
2022-08-20,1.6465218328934281
2022-08-21,1.6363652309581973
2022-08-22,1.648088572144294
2022-08-23,1.667144443712099
2022-08-24,1.6944107840641298
2022-08-25,1.690852286528446
2022-08-26,1.6936824970446969
2022-08-27,1.558889245537443
2022-08-28,1.553121826514399
2022-08-29,1.5329671999313794
2022-08-30,1.5028714396690783
2022-08-31,1.4951952965559403
2022-09-01,1.5127668065250226
2022-09-02,1.4646754662732597
2022-09-03,1.4506978014422964
2022-09-04,1.4448016172142035
2022-09-05,1.450807586450891
2022-09-06,1.4617404536781553
2022-09-07,1.4925346563622977
2022-09-08,1.4895677257927966
2022-09-09,1.488744146035878
2022-09-10,1.520601687493763
2022-09-11,1.5356784884841936
2022-09-12,1.5329400803709858
2022-09-13,1.5269102858629404
2022-09-14,1.5018395358239471
2022-09-15,1.525925476137851
2022-09-16,1.5522889889198153
2022-09-17,1.4990532593817658
2022-09-18,1.5094878316654292
2022-09-19,1.466806871989092
2022-09-20,1.4597938457315636
2022-09-21,1.4445513931056904
2022-09-22,1.389002123049587
2022-09-23,1.257015801516189
2022-09-24,1.2501075170749023
2022-09-25,1.2463502967401408
2022-09-26,1.2383481401423824
2022-09-27,1.2101274474616888
2022-09-28,1.2036756817867986
2022-09-29,1.1927054542667757
2022-09-30,1.2373214201431992
2022-10-01,1.2408572393151038
2022-10-02,1.2347632009447047
2022-10-03,1.2225313720491882
2022-10-04,1.2216143285706225
2022-10-05,1.216460950440709
2022-10-06,1.2205065856698516
2022-10-07,1.2366621853297115
2022-10-08,1.2555190298274537
2022-10-09,1.2499249207036323
2022-10-10,1.252042334447205
2022-10-11,1.2504599950150321
2022-10-12,1.2452005703802977
2022-10-13,1.2529151822135702
2022-10-14,1.288237811058836
2022-10-15,1.305818741674617
2022-10-16,1.297959527775368
2022-10-17,1.3081377763549924
2022-10-18,1.3149374168742964
2022-10-19,1.3464222822440617
2022-10-20,1.3415123548163312
2022-10-21,1.326545578968824
2022-10-22,1.347841816859142
2022-10-23,1.352004013826186
2022-10-24,1.367969850303197
2022-10-25,1.4021324560244905
2022-10-26,1.4530586601352162
2022-10-27,1.5719961192549587
2022-10-28,1.5839075933446691
2022-10-29,1.576616185975767
2022-10-30,1.5959359359431917
2022-10-31,1.5865594705528028
2022-11-01,1.586515711214955
2022-11-02,1.5960190491587674
2022-11-03,1.5638873663784818
2022-11-04,1.527004433781727
2022-11-05,1.5675843522761879
2022-11-06,1.5617552644262034
2022-11-07,1.5433529445106289
2022-11-08,1.5328667534740275
2022-11-09,1.3315050989623471
2022-11-10,1.1878851462811044
2022-11-11,1.2794987841598982
2022-11-12,1.255921045824068
2022-11-13,1.2456162821092474
2022-11-14,1.2335213941534433
2022-11-15,1.2807289793072825
2022-11-16,1.2806565247776727
2022-11-17,1.2639744256267647
2022-11-18,1.2687202285754466
2022-11-19,1.2679326539718185
2022-11-20,1.2693962677940622
2022-11-21,1.243771592451398
2022-11-22,1.2760883340614815
2022-11-23,1.2827051330491994
2022-11-24,1.3178504996926825
2022-11-25,1.3236545801170878
2022-11-26,1.3224016686744882
2022-11-27,1.3240617147705231
2022-11-28,1.3198794327990406
2022-11-29,1.3203620843404607
2022-11-30,1.3163718032459157
2022-12-01,1.3037194714218547
2022-12-02,1.2167860250474214
2022-12-03,1.22504992522611
2022-12-04,1.2076698826082042
2022-12-05,1.219343575732317
